word,word_en,tag,phrase_fr,phrase_en
tard,late,adv," retournez au lit, il est tard "," go back to bed, it's late "
enfin,"at last, finally",adv, elle avait enfin la réponse , she finally got the answer 
différent,different,adj, c'est un bruit complètement différent , it's a completely different noise 
sorte,"sort, kind",nf, la boisson est une sorte de drogue , liquor is a kind of drug 
cependant,however,"adv,conj", cette sécurité se trouve cependant menacée ," this security is, however, threatened "
sujet,"subject, topic",nm, je cherchais un sujet de mémoire , I was looking for a thesis topic 
importer,to import; to be important,v, il importait de ne pas répéter l'erreur , it's important to not repeat the mistake 
action,action,nf, le président devrait éviter des actions irréfléchies , the president should avoid rash actions 
relation,relationship,nf, il y a là une relation intéressante à explorer , now there is an interesting relationship to explore
recherche,"research, search",nf, la recherche en santé peut se révéler extrêmement bénéfique , health research can be extremely beneficial
livre,book,"nm,nf", je me mis à feuilleter les livres , I began paging through the books 
ajouter,to add,v, il ajouta à sa lettre une note , he added a note to his letter 
ailleurs,"elsewhere, somewhere else",adv, les négociations décisives se tiennent ailleurs , the decisive negotiations are taking place elsewhere
vraiment,"truly, really, very",adv," très mauvais, c'est pas vraiment sexy "," very bad, it's not really sexy "
doute,doubt,nm, il n'y a sans doute rien à voir ," without a doubt, there's nothing to see "
reste,rest,nm," c'est tout. le reste, je m'en fous "," that's all. for the rest, I couldn't give a sh*t "
début,beginning,nm, je l'ai expliqué au début de mon discours , I explained it at the beginning of my talk 
présence,presence,nf, j'ai besoin de sa présence; elle est mon ange , I need to be in her presence; she is my angel 
nombreux,numerous,adj(pl), j'ai participé à de nombreux débats de ce genre , I have participated in numerous debates of this kind
produire,to product,v, nous devons produire quelque chose sur les terres en jachère , we must produce something with the fallow lands
préparer,to prepare,v, je vous prépare à manger? , should I prepare you some food? 
forme,form,nf, les électrons ne sont plus sous forme de gaz , the electrons are no longer in the form of gas 
décision,decision,nf," parfois, vos décisions nous déçoivent ", sometimes your decisions disappoint us 
rôle,role,nm, il joue un rôle actif sur la scène internationale , he plays an active role in the international scene
dix,ten,"det,nmi", je patiente depuis dix minutes , I have been patiently waiting for ten minutes 
produit,product,nm, de nouveaux marchés s'ouvrent ainsi aux produits français , new markets are thus opening to French products
américain,American,nadj, c'est la voie que les Américains ont choisie ,it's the path that the Americans have chosen 
minute,minute,nf, vous ne pouvez pas attendre deux minutes , you can't wait two minutes 
relever,to raise,v, elle relevait la tête pour croiser mon regard , she lifted up her head to catch me looking at her 
autant,"as much, as many",adv, il a une bonne raison pour tarder autant , he has a good reason for being so late 
peuple,people,nm, ma vengeance va s'abattre sur votre peuple! , my vengeance will smite your people! 
second,second,"adj,det,nm", j'ai écrit la seconde partie du roman avant la première , I wrote the second part of the novel before the first
prochain,next,nadj, je vous offre 50% sur votre billet prochain , I'll offer you 50% off your next ticket 
particulier,"particular, peculiar; person",nadj, j'ai un regard un peu particulier , I have a somewhat peculiar look 
écrire,to write,v, c'est pour cela que j'écris , that's why I'm writing 
position,position,nf, ils ne changent pas de position à ce sujet , they aren't changing positions on this subject 
développement,development,nm, nous allons poursuivre le développement de nos activités , we will pursue the development of our activities
défendre,"to defend, forbid",v, je pensais que je pouvais me défendre , I thought I could defend myself 
chef,"head, leader, chief",nm, vous surestimez le pouvoir des chefs d'Etat , you overestimate the power of the heads of state 
économie,economy,nf, les exportations sont le moteur de notre économie , exports are what drive our economy 
effort,effort,nm, ils doivent faire un effort pour nous comprendre , they have to make an effort to understand us
parmi,among,prep, il y en a un parmi vous qui est un démon , one among you is a demon 
membre,member,nm, j'espère que tous les membres seront présents , I hope that all the members will be present 
tirer,"to pull, fire",v," à mon ordre, tirez sur ce câble "," when I give the word, pull on this cable "
ancien,ancient; former,"adj,nm", je dis merci à tous les anciens combattants , I thank all the combat veterans 
beau,"handsome, fine, right","adj,nm"," ce sont là de belles paroles, mais des paroles creuses "," those are pretty words, but empty ones "
plein,full,"adv,nadj,prep", l'église est pleine , the church is full 
juger,to judge,v, ce n'est pas à moi de juger ça , it's not my place to judge that 
éviter,to avoid,v, on ne peut évidemment pas l'éviter , we obviously can't avoid that 
soir,evening,nm, il est environ neuf heures du soir , it's about nine o'clock in the evening 
personnel,"personnel, personal",nadj, vous semblez vous inspirer de votre vie personnelle pour écrire , you seem to draw inspiration from your own personal life in writing
titre,title,nm, ils nous accuseront à juste titre , they are rightly accusing us 
parti,party,nadj, il n'y a qu'un parti à blâmer , there's only one party to blame 
objet,objective; object,nm, Mathias remit l'objet dans sa poche , Mathias returned the object into his pocket 
unique,unique,adj(f), j'ai longtemps cru que tu étais unique , I have long believed that you were unique 
souhaiter,to wish,v, l'équipage vous souhaite un bon voyage , the crew wishes you a pleasant voyage 
afin,"order to, so that",in, fixer des cordes afin de descendre en rappel , set some ropes so that you can rappel down 
peine,"effort, trouble",nf, mes jambes ne me soutenaient qu'à peine , my legs barely kept me standing 
malgré,"despite, in spite of",prep, nous serons bons amis malgré tout , we will be good friends in spite of it all 
période,period,"nm,nf", j'étais amoureuse pendant une brève période de ma vie , I was in love for a brief period of my life
engager,"to hire, involve",v, nous sommes engagés dans un travail de réflexion , we're involved in some reflective thinking
réaliser,"to realize, achieve",v, je réaliserai ton rêve , I will achieve your dream 
parfois,sometimes,adv, il est parfois sage d'être un peu fou , sometimes it's wise to be a little bit crazy 
lors,at the time of,adv, je vous ai vu lors de votre dernière visite , I saw you at the time of our last visit 
sérieux,serious,nadj(pl)," mon thème est sérieux, mais mon texte est rigolo "," my topic is serious, but my text is comical "
aider,"to help, assist",v," bonjour, je peux vous aider? "," hello, can I help you? "
voix,voice,nf(pl)," viens, me dit-elle d'une voix brève "," come, she said in a curt voice "
terminer,"to finish, end,",v, va terminer ton petit déjeuner , go finish your breakfast 
base,base,nf, les matériaux de base sont toujours les mêmes , the basic materials are always the same 
espérer,to hope,v, j'espère obtenir une réponse claire , I hope to obtain a clear response 
main,hand,nf, nous avons marché main dans la main , we walked hand-in-hand 
gros,nadj(pl) big,"adv,", ce n'était pas un gros chien , it wasn't a large dog 
arrêter,"to stop, arrest",v, les deux dirigeants ont été arrêtés par la police , the two leaders were arrested by the police 
retour,return,nm, votre retour pose énormément de problèmes , your return causes huge problems 
prêt,ready,"adj,nm", le dîner est prêt! , supper is ready! 
occasion,"chance, opportunity",nf," quand l'occasion se présentera, elle reviendra souvent "," when the opportunity arises, she'll return often"
député,"deputy, parliamentary delegate",nm, j'ai écouté plusieurs interventions des députés , I heard several deputies' speeches 
regarder,"to look, watch",v, je regarde les reportages depuis ce matin , I've been watching news reports since this morning
plupart,the majority,"most,", la plupart des jeux vidéo violents sont japonais , most violent video games are Japanese 
deuxième,second,"det,nm,nf", tout le monde a besoin d'une deuxième opinion , everybody needs a second opinion 
résultat,"result, follow-up",nm, nous avons pu constater les résultats hier , we were able to notice the results yesterday 
écouter,to listen to,v, je pouvais l'écouter pendant des heures , I could listen to him for hours 
terre,"earth, world, soil, land",nf," que la paix soit sur terre, dès maintenant ", may peace reign on the earth henceforth 
valoir,to be worth,v, c'est fini. ça vaut pas la peine , it's over. it's not worth it 
dollar,dollar,nm, tu veux combien? 10 dollars , you want how much? 10 dollars 
intérieur,"interior, inside",nadj, je sentais mon cœur battre à l'intérieur , I felt my heart beating within me 
